umbral,f1_score,precision,recall
0.03041995617354569,0.11937716262975778,0.06406685236768803,0.8734177215189873
0.030855257070277635,0.12477396021699819,0.06718597857838364,0.8734177215189873
0.03129055796700958,0.12861136999068035,0.06941649899396378,0.8734177215189873
0.03172585886374153,0.13411078717201166,0.07263157894736842,0.8734177215189873
0.03216115976047348,0.1401015228426396,0.076158940397351,0.8734177215189873
0.03259646065720542,0.14556962025316456,0.07940161104718067,0.8734177215189873
0.03303176155393737,0.15065502183406113,0.08243727598566308,0.8734177215189873
0.03346706245066931,0.15753424657534246,0.08657465495608532,0.8734177215189873
0.03390236334740126,0.16448152562574495,0.09078947368421053,0.8734177215189873
0.034337664244133204,0.17016029593094945,0.0942622950819672,0.8734177215189873
0.034772965140865156,0.17579617834394903,0.09773371104815864,0.8734177215189873
0.0352082660375971,0.1806282722513089,0.10072992700729927,0.8734177215189873
0.035643566934329046,0.18548387096774194,0.1037593984962406,0.8734177215189873
0.03607886783106099,0.19008264462809918,0.10664605873261206,0.8734177215189873
0.03651416872779294,0.19630156472261737,0.11057692307692307,0.8734177215189873
0.03694946962452488,0.20087336244541484,0.11348684210526316,0.8734177215189873
0.037384770521256834,0.20597014925373133,0.116751269035533,0.8734177215189873
0.03782007141798878,0.21036585365853658,0.1195840554592721,0.8734177215189873
0.038255372314720724,0.215625,0.12299465240641712,0.8734177215189873
0.03869067321145267,0.21904761904761905,0.12522686025408347,0.8734177215189873
0.039125974108184615,0.22402597402597402,0.12849162011173185,0.8734177215189873
0.03956127500491656,0.2270450751252087,0.13076923076923078,0.8607594936708861
0.039996575901648505,0.22564102564102564,0.13043478260869565,0.8354430379746836
0.04043187679838046,0.23117338003502627,0.13414634146341464,0.8354430379746836
0.0408671776951124,0.2336283185840708,0.13580246913580246,0.8354430379746836
0.04130247859184435,0.2413162705667276,0.14102564102564102,0.8354430379746836
0.04173777948857629,0.24581005586592178,0.14410480349344978,0.8354430379746836
0.04217308038530824,0.25,0.14699331848552338,0.8354430379746836
0.042608381282040184,0.2553191489361702,0.1506849315068493,0.8354430379746836
0.043043682178772136,0.2619047619047619,0.15529411764705883,0.8354430379746836
0.04347898307550408,0.26720647773279355,0.15903614457831325,0.8354430379746836
0.043914283972236026,0.2727272727272727,0.16296296296296298,0.8354430379746836
0.04434958486896797,0.2832618025751073,0.17054263565891473,0.8354430379746836
0.04478488576569992,0.2875816993464052,0.1736842105263158,0.8354430379746836
0.04522018666243186,0.29464285714285715,0.17886178861788618,0.8354430379746836
0.045655487559163814,0.30068337129840544,0.18333333333333332,0.8354430379746836
0.04609078845589576,0.3062645011600928,0.1875,0.8354430379746836
0.046526089352627704,0.3180722891566265,0.19642857142857142,0.8354430379746836
0.04696139024935965,0.3235294117647059,0.2006079027355623,0.8354430379746836
0.047396691146091595,0.3283582089552239,0.2043343653250774,0.8354430379746836
0.04783199204282354,0.336734693877551,0.2108626198083067,0.8354430379746836
0.048267292939555485,0.3384615384615385,0.21221864951768488,0.8354430379746836
0.04870259383628744,0.34464751958224543,0.21710526315789475,0.8354430379746836
0.04913789473301938,0.353887399463807,0.22448979591836735,0.8354430379746836
0.04957319562975133,0.3548387096774194,0.22525597269624573,0.8354430379746836
0.05000849652648327,0.3561643835616438,0.22727272727272727,0.8227848101265823
0.05044379742321522,0.362116991643454,0.23214285714285715,0.8227848101265823
0.050879098319947164,0.3651685393258427,0.23465703971119134,0.8227848101265823
0.051314399216679116,0.3657142857142857,0.23616236162361623,0.810126582278481
0.05174970011341106,0.3710144927536232,0.24060150375939848,0.810126582278481
0.052185001010143006,0.3727810650887574,0.24324324324324326,0.7974683544303798
0.05262030190687495,0.3795180722891566,0.2490118577075099,0.7974683544303798
0.0530556028036069,0.38153846153846155,0.25203252032520324,0.7848101265822784
0.05349090370033884,0.3824451410658307,0.25416666666666665,0.7721518987341772
0.05392620459707079,0.38485804416403785,0.25630252100840334,0.7721518987341772
0.05436150549380274,0.37942122186495175,0.2543103448275862,0.7468354430379747
0.054796806390534684,0.38436482084690554,0.25877192982456143,0.7468354430379747
