umbral,f1_score,precision,recall
0.011702017614072002,0.006910729125661549,0.0034673455056179773,1.0
0.012137318510803949,0.0074743365343677565,0.003751187084520418,1.0
0.012572619407535894,0.008099656533552059,0.004066296067531398,1.0
0.013007920304267841,0.008775340183282422,0.004407006582617427,1.0
0.013443221200999786,0.009194289862085652,0.004619218379626816,0.9620253164556962
0.013878522097731733,0.009871018689128718,0.004961301845604287,0.9493670886075949
0.014313822994463678,0.010764262648008612,0.0054128175519630485,0.9493670886075949
0.014749123891195625,0.011665888940737284,0.005869003834415839,0.9493670886075949
0.015184424787927572,0.012710787221421913,0.006398225558778365,0.9493670886075949
0.015619725684659518,0.013887602999722248,0.006994963626189144,0.9493670886075949
0.016055026581391463,0.015090543259557344,0.007605719501064801,0.9493670886075949
0.01649032747812341,0.016490765171503958,0.008317622269047356,0.9493670886075949
0.016925628374855357,0.017690652641644752,0.008929648847592614,0.9367088607594937
0.017360929271587302,0.018993105242617405,0.009595162986330178,0.9240506329113924
0.01779623016831925,0.020633126059920858,0.010433042732599686,0.9240506329113924
0.018231531065051196,0.022354922676466084,0.011314321140731555,0.9240506329113924
0.01866683196178314,0.024443328310731625,0.012385476756023075,0.9240506329113924
0.019102132858515086,0.026555110949436158,0.013471120132865843,0.9240506329113924
0.019537433755247035,0.028672427336999214,0.014562138440055855,0.9240506329113924
0.01997273465197898,0.03060155103751834,0.01555839727195226,0.9240506329113924
0.02040803554871093,0.032897701667417754,0.016746960311998165,0.9240506329113924
0.020843336445442874,0.03486682808716707,0.017773389286595904,0.9113924050632911
0.02127863734217482,0.03761755485893417,0.01920512136569752,0.9113924050632911
0.021713938238906764,0.04006677796327212,0.020483641536273117,0.9113924050632911
0.02214923913563871,0.04289544235924933,0.021964612568639415,0.9113924050632911
0.02258454003237066,0.045714285714285714,0.023445131878866817,0.9113924050632911
0.023019840929102604,0.04866508955728287,0.025,0.9113924050632911
0.023455141825834552,0.05213613323678494,0.026835631755497576,0.9113924050632911
0.023890442722566498,0.05523590333716916,0.028481012658227847,0.9113924050632911
0.024325743619298443,0.05851279967492889,0.030226700251889168,0.9113924050632911
0.024761044516030388,0.061908856405846945,0.03204272363150868,0.9113924050632911
0.025196345412762333,0.06584362139917696,0.03415559772296015,0.9113924050632911
0.025631646309494282,0.06866537717601548,0.03569632981397687,0.8987341772151899
0.02606694720622623,0.07278318810866223,0.037927350427350424,0.8987341772151899
0.026502248102958176,0.07642626480086114,0.039910061832490164,0.8987341772151899
0.02693754899969012,0.08032128514056225,0.042067307692307696,0.8860759493670886
0.027372849896422066,0.08536585365853659,0.04484304932735426,0.8860759493670886
0.02780815079315401,0.09003215434083602,0.04742547425474255,0.8860759493670886
0.028243451689885957,0.09465855307640297,0.05,0.8860759493670886
0.02867875258661791,0.09949531362653208,0.052752293577981654,0.8734177215189873
0.029114053483349854,0.10446631339894019,0.05555555555555555,0.8734177215189873
0.0295493543800818,0.10943695479777954,0.0583756345177665,0.8734177215189873
0.029984655276813744,0.11461794019933555,0.06133333333333333,0.8734177215189873
